,0,1,2
0,ENSMUSG00000111818,Gm17749,"predicted gene, 17749"
0,ENSMUSG00000111819,Gm47110,no_name
0,ENSMUSG00000111820,Gm36120,"predicted gene, 36120"
0,ENSMUSG00000111821,Gm48545,no_name
0,ENSMUSG00000111822,Gm48831,no_name
0,ENSMUSG00000111823,Gm2517,"ATPase, H+ transporting, lysosomal V1 subunit G1 pseudogene"
0,ENSMUSG00000111824,Gm47102,no_name
0,ENSMUSG00000111825,Gm10646,predicted gene 10646
0,ENSMUSG00000111827,Gm8131,5'-nucleotidase domain containing 2 pseudogene
0,ENSMUSG00000111828,D830035M03Rik,RIKEN cDNA D830035M03 gene
0,ENSMUSG00000111829,Gm47475,no_name
0,ENSMUSG00000111830,4930568E12Rik,RIKEN cDNA 4930568E12 gene
0,ENSMUSG00000111831,Gm47064,no_name
0,ENSMUSG00000111833,Gm48805,no_name
0,ENSMUSG00000111834,Gm40020,"predicted gene, 40020"
0,ENSMUSG00000111836,4933407I05Rik,RIKEN cDNA 4933407I05 gene
0,ENSMUSG00000111837,Gm47135,no_name
0,ENSMUSG00000111839,Gm39383,"predicted gene, 39383"
0,ENSMUSG00000111840,Gm48832,no_name
0,ENSMUSG00000111841,Gm20745,"predicted gene, 20745"
0,ENSMUSG00000111842,Gm49318,no_name
0,ENSMUSG00000111843,4933432G23Rik,RIKEN cDNA 4933432G23 gene
0,ENSMUSG00000111844,Gm47097,no_name
0,ENSMUSG00000111845,Gm7495,predicted gene 7495
0,ENSMUSG00000111846,Gm47271,no_name
0,ENSMUSG00000111847,Gm8899,predicted gene 8899
0,ENSMUSG00000111849,Gm47186,no_name
0,ENSMUSG00000111850,Gm47829,no_name
0,ENSMUSG00000111852,Gm33180,"predicted gene, 33180"
0,ENSMUSG00000111853,Gm31408,"predicted gene, 31408"
0,ENSMUSG00000111854,Gm48740,no_name
0,ENSMUSG00000111856,6530413G14Rik,RIKEN cDNA 6530413G14 gene
0,ENSMUSG00000111857,1190001M18Rik,RIKEN cDNA 1190001M18 gene
0,ENSMUSG00000111858,Gm48277,"predicted gene, 48277"
0,ENSMUSG00000111859,Gm47983,no_name
0,ENSMUSG00000111862,Gm47828,no_name
0,ENSMUSG00000111863,Olfr347,olfactory receptor 347
0,ENSMUSG00000111864,Rpl26-ps6,"ribosomal protein L26, pseudogene 6"
0,ENSMUSG00000111865,Gm47687,no_name
0,ENSMUSG00000111866,E130101E03Rik,RIKEN cDNA E130101E03 gene
0,ENSMUSG00000111867,Gm31013,"predicted gene, 31013"
0,ENSMUSG00000111868,Gm47398,no_name
0,ENSMUSG00000111869,Olfr342,olfactory receptor 342
0,ENSMUSG00000111870,Gm7692,predicted gene 7692
0,ENSMUSG00000111871,Gm47557,no_name
0,ENSMUSG00000111873,Gm39463,"predicted gene, 39463"
0,ENSMUSG00000111874,Gm36539,"predicted gene, 36539"
0,ENSMUSG00000111875,Gm5425,predicted gene 5425
0,ENSMUSG00000111876,Gm18346,"predicted gene, 18346"
0,ENSMUSG00000111877,Gm6477,nucleophosmin 1 pseudogene
0,ENSMUSG00000111878,Gm47777,no_name
0,ENSMUSG00000111880,Gm5040,ribosomal protein L7A pseudogene
0,ENSMUSG00000111881,Vmn2r-ps92,"vomeronasal 2, receptor, pseudogene 92"
0,ENSMUSG00000111882,Gm48864,no_name
0,ENSMUSG00000111883,Gm31182,"predicted gene, 31182"
0,ENSMUSG00000111884,Gm19612,transcriptional adaptor 2B pseudogene
0,ENSMUSG00000111885,Gm35326,"predicted gene, 35326"
0,ENSMUSG00000111886,Gm47617,no_name
0,ENSMUSG00000111887,Gm47610,no_name
0,ENSMUSG00000111888,Gm46212,"predicted gene, 46212"
0,ENSMUSG00000111889,Gm48071,no_name
0,ENSMUSG00000111890,Gm48836,no_name
0,ENSMUSG00000111891,Gm47366,no_name
0,ENSMUSG00000111892,Gm47641,no_name
0,ENSMUSG00000111893,Gm47928,no_name
0,ENSMUSG00000111894,Gm47843,"predicted gene, 47843"
0,ENSMUSG00000111895,Gm47252,no_name
0,ENSMUSG00000111896,Gm48196,no_name
0,ENSMUSG00000111897,Gm19810,40S ribosomal protein S21 pseudogene
0,ENSMUSG00000111898,Gm48608,"predicted gene, 48608"
0,ENSMUSG00000111899,Gm18636,suppression of tumorigenicity 13 pseudogene
0,ENSMUSG00000111900,Gm47377,no_name
0,ENSMUSG00000111901,Gm6150,predicted gene 6150
0,ENSMUSG00000111902,Gm4921,tripartite motif-containing 59 pseudogene
0,ENSMUSG00000111903,4930458K08Rik,RIKEN cDNA 4930458K08 gene
0,ENSMUSG00000111904,Gm2395,predicted gene 2395
0,ENSMUSG00000111905,Gm48045,no_name
0,ENSMUSG00000111906,Gm19233,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase pseudogene"
0,ENSMUSG00000111907,Gm48202,no_name
0,ENSMUSG00000111908,Gm47516,no_name
0,ENSMUSG00000111909,Gm18670,small nuclear ribonucleoprotein B pseudogene
0,ENSMUSG00000111910,Gm47472,no_name
0,ENSMUSG00000111911,Gm47332,no_name
0,ENSMUSG00000111912,Gm48521,no_name
0,ENSMUSG00000111913,Gm49751,no_name
0,ENSMUSG00000111914,Gm8796,heterogeneous nuclear ribonucleoprotein A1 pseudogene
0,ENSMUSG00000111915,Gm3285,predicted gene 3285
0,ENSMUSG00000111916,4921501I09Rik,RIKEN cDNA 4921501I09 gene
0,ENSMUSG00000111917,Gm48793,no_name
0,ENSMUSG00000111918,Gm47624,no_name
0,ENSMUSG00000111919,Gm46192,"predicted gene, 46192"
0,ENSMUSG00000111920,Gm7370,ribosomal protein S2 pseudogene
0,ENSMUSG00000111921,Gm48406,no_name
0,ENSMUSG00000111922,Gm47760,no_name
0,ENSMUSG00000111923,Gm34777,"predicted gene, 34777"
0,ENSMUSG00000111924,4930556N09Rik,RIKEN cDNA 4930556N09 gene
0,ENSMUSG00000111925,Gm48791,no_name
0,ENSMUSG00000111926,Gm46204,"predicted gene, 46204"
0,ENSMUSG00000111927,Gm47770,no_name
0,ENSMUSG00000111928,Gm48082,no_name
0,ENSMUSG00000111929,Gm48780,no_name
0,ENSMUSG00000111930,Gm47382,no_name
0,ENSMUSG00000111931,Gm47032,no_name
0,ENSMUSG00000111932,Gm18899,eukaryotic translation initiation factor 5 pseudogene
0,ENSMUSG00000111933,Gm36660,"predicted gene, 36660"
0,ENSMUSG00000111934,Gm48123,no_name
0,ENSMUSG00000111935,Gm47023,no_name
0,ENSMUSG00000111936,Gm47540,no_name
0,ENSMUSG00000111937,Gm46203,"predicted gene, 46203"
0,ENSMUSG00000111938,2900045O20Rik,no_name
0,ENSMUSG00000111939,Gm48177,no_name
0,ENSMUSG00000111940,Gm4478,ribosomal protein L21 pseudogene
0,ENSMUSG00000111941,Gm33263,"predicted gene, 33263"
0,ENSMUSG00000111942,Gm5182,acetyl-Coenzyme A carboxylase alpha pseudogene
0,ENSMUSG00000111943,Gm47862,no_name
0,ENSMUSG00000111944,Gm18024,ribosomal protein S7 pseudogene
0,ENSMUSG00000111945,Gm19169,"TPX2, microtubule-associated protein homolog pseudogene"
0,ENSMUSG00000111946,Gm47495,no_name
0,ENSMUSG00000111947,Gm47438,no_name
0,ENSMUSG00000111948,Gm47055,no_name
0,ENSMUSG00000111949,Gm48679,no_name
0,ENSMUSG00000111950,Gm48893,"predicted gene, 48893"
0,ENSMUSG00000111951,Gm48755,no_name
0,ENSMUSG00000111952,Gm4489,predicted gene 4489
0,ENSMUSG00000111953,Gm18637,Rho GTPase activating protein 20 pseudogene
0,ENSMUSG00000111954,Gm7001,CDK5 regulatory subunit associated protein 3 pseudogene
0,ENSMUSG00000111955,Gm48148,no_name
0,ENSMUSG00000111956,Gm29774,"predicted gene, 29774"
0,ENSMUSG00000111957,Gm47582,no_name
0,ENSMUSG00000111958,Gm47844,no_name
0,ENSMUSG00000111959,Gm18503,zyg-11 homolog A pseudogene
0,ENSMUSG00000111960,Gm46349,"predicted gene, 46349"
0,ENSMUSG00000111961,Gm47966,no_name
0,ENSMUSG00000111962,Gm20110,"predicted gene, 20110"
0,ENSMUSG00000111963,Gm32283,"predicted gene, 32283"
0,ENSMUSG00000111964,Gm8942,predicted gene 8942
0,ENSMUSG00000111965,Gm4797,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase pseudogene"
0,ENSMUSG00000111966,Gm5781,predicted gene 5781
0,ENSMUSG00000111967,Gm3678,predicted gene 3678
0,ENSMUSG00000111968,Gm8873,coiled-coil domain containing 99 pseudogene
0,ENSMUSG00000111969,Gm9129,phosphoglucomutase 2 pseudogene
0,ENSMUSG00000111970,Gm47715,"predicted gene, 47715"
0,ENSMUSG00000111971,Gm48678,no_name
0,ENSMUSG00000111972,Gm40778,"predicted gene, 40778"
0,ENSMUSG00000111973,Gm48827,no_name
0,ENSMUSG00000111974,Gm4803,heat shock protein 1 (chaperonin) pseudogene 9
0,ENSMUSG00000111975,Gm46311,40S ribosomal protein S28 pseudogene
0,ENSMUSG00000111976,Gm48178,no_name
0,ENSMUSG00000111977,Gm47163,no_name
0,ENSMUSG00000111978,Gm48268,no_name
0,ENSMUSG00000111979,Gm47522,no_name
0,ENSMUSG00000111980,Gm20304,"predicted gene, 20304"
0,ENSMUSG00000111981,Gm18515,CWC15 homolog pseudogene
0,ENSMUSG00000111982,Gm35135,"predicted gene, 35135"
0,ENSMUSG00000111983,Gm48666,no_name
0,ENSMUSG00000111984,Gm46327,"predicted gene, 46327"
0,ENSMUSG00000111985,Gm8290,predicted gene 8290
0,ENSMUSG00000111986,1700008C04Rik,RIKEN cDNA 1700008C04 gene
0,ENSMUSG00000111987,Gm48809,no_name
0,ENSMUSG00000111988,Gm19256,interleukin 25 pseudogene
0,ENSMUSG00000111989,Gm18696,ring finger and WD repeat domain 2 pseudogene
0,ENSMUSG00000111990,Gm47033,no_name
0,ENSMUSG00000111991,Gm47835,no_name
0,ENSMUSG00000111992,Gm47724,no_name
0,ENSMUSG00000111993,Gm48018,no_name
0,ENSMUSG00000111994,A330049N07Rik,RIKEN cDNA A330049N07 gene
0,ENSMUSG00000111995,Gm48697,no_name
0,ENSMUSG00000111996,Gm47365,no_name
0,ENSMUSG00000111997,Gm5176,high mobility group box 2 pseudogene
0,ENSMUSG00000111998,Gm48465,no_name
0,ENSMUSG00000111999,Gm5080,"proteasome (prosome, macropain) subunit, alpha type 6 pseudogene"
0,ENSMUSG00000112000,Gm47956,no_name
0,ENSMUSG00000112001,Gm8112,60S ribosomal protein L23a pseudogene
0,ENSMUSG00000112002,Gm9585,"LIM-domain containing, protein kinase pseudogene"
0,ENSMUSG00000112003,Gm4864,histone deacetylase 1 pseudogene
0,ENSMUSG00000112004,Gm8785,"cofilin 1, non-muscle pseudogene"
0,ENSMUSG00000112005,Gm29818,polymerase (RNA) II (DNA directed) polypeptide K pseudogene
0,ENSMUSG00000112006,Gm48633,no_name
0,ENSMUSG00000112007,Gm18119,ribosomal protein L15 pseudogene
0,ENSMUSG00000112008,Gm47218,no_name
0,ENSMUSG00000112009,Gm48591,no_name
0,ENSMUSG00000112010,Gm48461,no_name
0,ENSMUSG00000112011,Gm9535,ribosomal protein L7A pseudogene
0,ENSMUSG00000112012,Gm47025,no_name
0,ENSMUSG00000112013,Gm47967,no_name
0,ENSMUSG00000112014,Gm48435,no_name
0,ENSMUSG00000112015,Gm47592,no_name
0,ENSMUSG00000112016,Gm31267,"predicted gene, 31267"
0,ENSMUSG00000112017,Gm7842,L-2-hydroxyglutarate dehydrogenase pseudogene
0,ENSMUSG00000112018,Gm47919,no_name
0,ENSMUSG00000112019,Gm48748,no_name
0,ENSMUSG00000112020,Gm48532,no_name
0,ENSMUSG00000112021,Gm30346,"predicted gene, 30346"
0,ENSMUSG00000112022,Gm2436,predicted gene 2436
0,ENSMUSG00000112023,Lilr4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
0,ENSMUSG00000112024,Gm47394,no_name
0,ENSMUSG00000112025,Gm47669,no_name
0,ENSMUSG00000112026,Gm6653,predicted gene 6653
0,ENSMUSG00000112027,Gm9045,predicted gene 9045
0,ENSMUSG00000112028,1700113B09Rik,RIKEN cDNA 1700113B09 gene
0,ENSMUSG00000112029,Gm33337,"predicted gene, 33337"
0,ENSMUSG00000112030,Gm35189,"predicted gene, 35189"
0,ENSMUSG00000112031,Gm48484,no_name
0,ENSMUSG00000112032,Gm48036,no_name
0,ENSMUSG00000112033,Gm48808,no_name
0,ENSMUSG00000112034,Gm48363,no_name
0,ENSMUSG00000112035,Gm49335,no_name
0,ENSMUSG00000112036,Gm47801,no_name
0,ENSMUSG00000112037,Gm48179,no_name
0,ENSMUSG00000112038,Gm47056,no_name
0,ENSMUSG00000112039,Gm5136,predicted gene 5136
0,ENSMUSG00000112040,Gm47396,no_name
0,ENSMUSG00000112041,9530020I12Rik,RIKEN cDNA 9530020I12 gene
0,ENSMUSG00000112042,Gm47402,no_name
0,ENSMUSG00000112043,Gm48774,no_name
0,ENSMUSG00000112044,Gm48184,no_name
0,ENSMUSG00000112045,Gm5649,"aldo-keto reductase family 1, member B8 pseudogene"
0,ENSMUSG00000112046,Gm5175,predicted gene 5175
0,ENSMUSG00000112047,Gm47852,no_name
0,ENSMUSG00000112048,Gm48750,"predicted gene, 48750"
0,ENSMUSG00000112049,Gm48269,no_name
0,ENSMUSG00000112050,Gm29809,"predicted gene, 29809"
0,ENSMUSG00000112051,Gm8158,predicted gene 8158
0,ENSMUSG00000112052,Gm17917,nucleophosmin 1 pseudogene
0,ENSMUSG00000112053,Gm46328,"predicted gene, 46328"
0,ENSMUSG00000112054,Gm33680,"predicted gene, 33680"
0,ENSMUSG00000112055,Gm48773,no_name
0,ENSMUSG00000112056,Gm48181,no_name
0,ENSMUSG00000112057,Gm21321,"predicted gene, 21321"
0,ENSMUSG00000112058,Gm47593,no_name
0,ENSMUSG00000112059,Gm48282,no_name
0,ENSMUSG00000112060,Gm48279,no_name
0,ENSMUSG00000112061,Gm8249,60S ribosomal protein L23a pseudogene
0,ENSMUSG00000112062,Gm47353,no_name
0,ENSMUSG00000112063,Gm32220,CD79A antigen (immunoglobulin-associated alpha) pseudogene
0,ENSMUSG00000112064,Gm47399,no_name
0,ENSMUSG00000112065,Gm47466,no_name
0,ENSMUSG00000112066,Gm48380,no_name
0,ENSMUSG00000112067,Gm48015,no_name
0,ENSMUSG00000112068,Gm9182,predicted gene 9182
0,ENSMUSG00000112069,Gm9476,THO complex 4 pseudogene
0,ENSMUSG00000112070,Gm47809,no_name
0,ENSMUSG00000112071,5430401H09Rik,RIKEN cDNA 5430401H09 gene
0,ENSMUSG00000112072,Gm47244,no_name
0,ENSMUSG00000112073,Gm47101,no_name
0,ENSMUSG00000112074,Gm48278,no_name
0,ENSMUSG00000112075,Gm47700,no_name
0,ENSMUSG00000112076,Gm9368,ribosomal protein SA pseudogene
0,ENSMUSG00000112077,Gm47245,no_name
0,ENSMUSG00000112078,Gm48466,no_name
0,ENSMUSG00000112079,Gm19599,"predicted gene, 19599"
0,ENSMUSG00000112080,Gm47595,no_name
0,ENSMUSG00000112081,Gm9004,ribosomal protein S2 pseudogene
0,ENSMUSG00000112082,Gm35035,"predicted gene, 35035"
0,ENSMUSG00000112083,Gm47107,no_name
0,ENSMUSG00000112084,Gm10773,predicted gene 10773
0,ENSMUSG00000112085,Gm48587,no_name
0,ENSMUSG00000112086,Gm35412,heterogeneous nuclear ribonucleoprotein A/B-like
0,ENSMUSG00000112087,Gm40765,"predicted gene, 40765"
0,ENSMUSG00000112088,Gm48531,no_name
0,ENSMUSG00000112089,Gm47712,no_name
0,ENSMUSG00000112090,Gm48231,no_name
0,ENSMUSG00000112091,Gm47787,no_name
0,ENSMUSG00000112092,Gm32936,"predicted gene, 32936"
0,ENSMUSG00000112093,Gm47941,no_name
0,ENSMUSG00000112094,Gm47506,no_name
0,ENSMUSG00000112095,A130077B15Rik,RIKEN cDNA A130077B15 gene
0,ENSMUSG00000112096,A430103D13Rik,RIKEN cDNA A430103D13 gene
0,ENSMUSG00000112097,Gm32515,"predicted gene, 32515"
0,ENSMUSG00000112098,Gm18876,DEAD (Asp-Glu-Ala-Asp) box polypeptide 21 pseudogene
0,ENSMUSG00000112099,Gm8960,ribosomal protein S3A pseudogene
0,ENSMUSG00000112100,Gm9102,ribosomal protein L29 pseudogene
0,ENSMUSG00000112101,Gm47924,no_name
0,ENSMUSG00000112102,Gm32105,"predicted gene, 32105"
0,ENSMUSG00000112103,Gm47018,no_name
0,ENSMUSG00000112104,Gm35722,"predicted gene, 35722"
0,ENSMUSG00000112105,Rps7-ps2,"ribosomal protein S7, pseudogene 2"
0,ENSMUSG00000112106,Gm47026,no_name
0,ENSMUSG00000112107,Gm47560,no_name
0,ENSMUSG00000112108,4930551I15Rik,RIKEN cDNA 4930551I15 gene
0,ENSMUSG00000112109,Gm30906,"predicted gene, 30906"
0,ENSMUSG00000112110,Gm15608,predicted gene 15608
0,ENSMUSG00000112111,Gm47834,no_name
0,ENSMUSG00000112112,Gm48508,no_name
0,ENSMUSG00000112113,Gm47698,no_name
0,ENSMUSG00000112114,Gm7540,predicted gene 7540
0,ENSMUSG00000112115,Gm21027,"predicted gene, 21027"
0,ENSMUSG00000112116,Gm46234,"ATP synthase subunit f, mitochondrial pseudogene"
0,ENSMUSG00000112117,Rmst,rhabdomyosarcoma 2 associated transcript (non-coding RNA)
0,ENSMUSG00000112118,Gm18039,"predicted gene, 18039"
0,ENSMUSG00000112119,Gm47362,no_name
0,ENSMUSG00000112120,Gm32255,"predicted gene, 32255"
0,ENSMUSG00000112121,C230072F16Rik,RIKEN cDNA C230072F16 gene
0,ENSMUSG00000112122,Gm47628,no_name
0,ENSMUSG00000112123,Gm5178,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha pseudogene"
0,ENSMUSG00000112124,Gm19056,"meteorin, glial cell differentiation regulator-like pseudogene"
0,ENSMUSG00000112125,Gm48024,no_name
0,ENSMUSG00000112126,Gm34544,"predicted gene, 34544"
0,ENSMUSG00000112127,Gm48886,no_name
0,ENSMUSG00000112128,Gm19217,"solute carrier family 5 (neutral amino acid transporters, system A), member 4b pseudogene"
0,ENSMUSG00000112129,Pbld1,phenazine biosynthesis-like protein domain containing 1
0,ENSMUSG00000112130,Gm47839,no_name
0,ENSMUSG00000112131,Gm48724,no_name
0,ENSMUSG00000112132,Gm36229,"predicted gene, 36229"
0,ENSMUSG00000112133,Gm47247,no_name
0,ENSMUSG00000112134,Gm40723,"predicted gene, 40723"
0,ENSMUSG00000112135,Gm9029,cell division cycle 5-like pseudogene
0,ENSMUSG00000112136,Gm40692,"predicted gene, 40692"
0,ENSMUSG00000112137,Gm47865,no_name
0,ENSMUSG00000112138,Gm47526,no_name
0,ENSMUSG00000112139,Gm47431,no_name
0,ENSMUSG00000112140,Gm5780,predicted gene 5780
0,ENSMUSG00000112141,4930563J15Rik,RIKEN cDNA 4930563J15 gene
0,ENSMUSG00000112142,Gm47022,no_name
0,ENSMUSG00000112143,Gm35721,"predicted gene, 35721"
0,ENSMUSG00000112144,Gm47861,no_name
0,ENSMUSG00000112145,Gm6218,ribosomal protein L13 pseudogene
0,ENSMUSG00000112146,Gm46210,"predicted gene, 46210"
0,ENSMUSG00000112147,Gm18244,zinc finger protein 384 pseudogene
0,ENSMUSG00000112148,Lilrb4a,"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
0,ENSMUSG00000112149,Gm47611,no_name
0,ENSMUSG00000112150,9530018F02Rik,RIKEN cDNA 9530018F02 gene
0,ENSMUSG00000112151,Gm48680,no_name
0,ENSMUSG00000112152,Gm47045,no_name
0,ENSMUSG00000112153,Gm47591,no_name
0,ENSMUSG00000112154,Gm48777,no_name
0,ENSMUSG00000112155,4930477N07Rik,RIKEN cDNA 4930477N07 gene
0,ENSMUSG00000112156,Gm48723,no_name
0,ENSMUSG00000112157,4930545H06Rik,RIKEN cDNA 4930545H06 gene
0,ENSMUSG00000112158,Gm47822,no_name
0,ENSMUSG00000112159,Gm18777,chromobox homolog 5 pseudogene
0,ENSMUSG00000112160,BC024063,cDNA sequence BC024063
0,ENSMUSG00000112161,Gm34045,"predicted gene, 34045"
0,ENSMUSG00000112162,Gm48758,"cytochrome c, somatic pseudogene"
0,ENSMUSG00000112163,Gm8188,mitogen-activated protein kinase kinase kinase 7 pseudogene
0,ENSMUSG00000112164,Gm19990,"predicted gene, 19990"
0,ENSMUSG00000112165,Gm48851,no_name
0,ENSMUSG00000112166,Gm47948,no_name
0,ENSMUSG00000112167,Gm47053,no_name
0,ENSMUSG00000112168,Gm34776,"predicted gene, 34776"
0,ENSMUSG00000112169,Gm48536,no_name
0,ENSMUSG00000112170,Gm9508,predicted gene 9508
0,ENSMUSG00000112171,Gm17820,proline rich 11 pseudogene
0,ENSMUSG00000112172,Gm32172,"predicted gene, 32172"
0,ENSMUSG00000112173,Gm48145,no_name
0,ENSMUSG00000112174,Gm48535,no_name
0,ENSMUSG00000112175,4930452L12Rik,RIKEN cDNA 4930452L12 gene
0,ENSMUSG00000112176,Gm48205,no_name
0,ENSMUSG00000112177,Gm18188,centrosomal protein 55 pseudogene
0,ENSMUSG00000112178,Gm47630,no_name
0,ENSMUSG00000112179,Gm3213,predicted gene 3213
0,ENSMUSG00000112180,Gm48085,no_name
0,ENSMUSG00000112181,Gm47538,no_name
0,ENSMUSG00000112182,Gm47845,no_name
0,ENSMUSG00000112183,Gm48306,no_name
0,ENSMUSG00000112184,Gm48826,sentrin-specific protease 2 pseudogene
0,ENSMUSG00000112185,Gm47060,no_name
0,ENSMUSG00000112186,Gm2412,predicted gene 2412
0,ENSMUSG00000112187,Gm6993,serine palmitoyltransferase small subunit A pseudogene
0,ENSMUSG00000112188,Gm47708,"predicted gene, 47708"
0,ENSMUSG00000112189,C730027H18Rik,RIKEN cDNA C730027H18 gene
0,ENSMUSG00000112190,Gm47209,reeler domain containing 1 pseudogene
0,ENSMUSG00000112191,Gm31931,"predicted gene, 31931"
0,ENSMUSG00000112192,Gm48341,no_name
0,ENSMUSG00000112193,Gm48206,no_name
0,ENSMUSG00000112194,Gm48029,no_name
0,ENSMUSG00000112195,Gm35405,signal recognition particle 19 pseudogene
0,ENSMUSG00000112196,Gm8274,60S ribosomal protein L23a pseudogene
0,ENSMUSG00000112197,Gm47337,no_name
0,ENSMUSG00000112198,Gm4065,predicted gene 4065
0,ENSMUSG00000112199,Gm19090,"proteasome (prosome, macropain) subunit, alpha type 1 pseudogene"
0,ENSMUSG00000112200,Gm19161,"TIP41, TOR signalling pathway regulator-like pseudogene"
0,ENSMUSG00000112201,4930532I03Rik,RIKEN cDNA 4930532I03 gene
0,ENSMUSG00000112202,Gm31181,"predicted gene, 31181"
0,ENSMUSG00000112203,Gm49167,no_name
0,ENSMUSG00000112204,Gm47553,no_name
0,ENSMUSG00000112205,Gm47546,no_name
0,ENSMUSG00000112206,Gm30228,"predicted gene, 30228"
0,ENSMUSG00000112207,Gm48448,no_name
0,ENSMUSG00000112208,Gm40797,"predicted gene, 40797"
0,ENSMUSG00000112209,Gm18730,mitochondrial ribosomal protein S11 pseudogene
0,ENSMUSG00000112210,4930407I19Rik,RIKEN cDNA 4930407I19 gene
0,ENSMUSG00000112211,Gm47682,no_name
0,ENSMUSG00000112212,Gm46189,leukocyte immunoglobulin-like receptor subfamily A member 6 pseudogene
0,ENSMUSG00000112213,4930555G07Rik,RIKEN cDNA 4930555G07 gene
0,ENSMUSG00000112214,Cyp3a61-ps1,"cytochrome P450, family 3, subfamily a, member 61, pseudogene 1"
0,ENSMUSG00000112215,Gm2089,predicted gene 2089
0,ENSMUSG00000112216,Gm32717,"predicted gene, 32717"
0,ENSMUSG00000112217,Gm48055,no_name
0,ENSMUSG00000112218,Gm18726,zinc finger CCCH type containing 14 pseudogene
0,ENSMUSG00000112219,Gm31904,"predicted gene, 31904"
0,ENSMUSG00000112220,Gm36208,"predicted gene, 36208"
0,ENSMUSG00000112221,Gm47142,no_name
0,ENSMUSG00000112222,Tyms-ps,"thymidylate synthase, pseudogene"
0,ENSMUSG00000112223,Krtap10-10,keratin associated protein 10-10
0,ENSMUSG00000112224,Gm47944,"predicted gene, 47944"
0,ENSMUSG00000112225,Gm48854,no_name
0,ENSMUSG00000112226,Gm48786,no_name
0,ENSMUSG00000112227,C330004P14Rik,RIKEN cDNA C330004P14 gene
0,ENSMUSG00000112228,Gm47524,no_name
0,ENSMUSG00000112229,Gm48086,no_name
0,ENSMUSG00000112230,Ifngas1,Ifng antisense RNA 1
0,ENSMUSG00000112231,Gm8435,ribosomal protein L7A pseudogene
0,ENSMUSG00000112232,Gm48578,no_name
0,ENSMUSG00000112233,Gm48698,no_name
0,ENSMUSG00000112234,Gm48427,no_name
0,ENSMUSG00000112235,Gm48307,no_name
0,ENSMUSG00000112236,Gm48180,no_name
0,ENSMUSG00000112237,D630033A02Rik,RIKEN cDNA D630033A02 gene
0,ENSMUSG00000112238,Gm48844,no_name
0,ENSMUSG00000112239,Gm17823,transaldolase 1 pseudogene
0,ENSMUSG00000112240,Gm48310,ER membrane protein complex subunit 4 pseudogene
0,ENSMUSG00000112241,Gm49325,no_name
0,ENSMUSG00000112242,Gm10747,predicted gene 10747
0,ENSMUSG00000112243,Gm47342,no_name
0,ENSMUSG00000112244,Gm48788,no_name
0,ENSMUSG00000112245,Gm8689,THO complex 4 pseudogene
0,ENSMUSG00000112246,Gm40761,"predicted gene, 40761"
0,ENSMUSG00000112247,Gm47894,no_name
0,ENSMUSG00000112248,Gm47910,no_name
0,ENSMUSG00000112249,Gm30262,"predicted gene, 30262"
0,ENSMUSG00000112250,Gm47837,no_name
0,ENSMUSG00000112251,Gm47488,no_name
0,ENSMUSG00000112252,Gm32802,"predicted gene, 32802"
0,ENSMUSG00000112253,Gm47329,no_name
0,ENSMUSG00000112254,Gm47690,no_name
0,ENSMUSG00000112255,Gm47594,no_name
0,ENSMUSG00000112256,Gm48077,no_name
0,ENSMUSG00000112257,Gm47623,no_name
0,ENSMUSG00000112258,Gm10165,predicted gene 10165
0,ENSMUSG00000112259,Gm17980,WD repeat domain 75 pseudogene
0,ENSMUSG00000112260,3110043J17Rik,RIKEN cDNA 3110043J17 gene
0,ENSMUSG00000112261,Gm47599,no_name
0,ENSMUSG00000112262,Gm48013,no_name
0,ENSMUSG00000112263,Gm47874,no_name
0,ENSMUSG00000112264,Gm48505,no_name
0,ENSMUSG00000112265,Gm34983,"predicted gene, 34983"
0,ENSMUSG00000112266,Gm48843,no_name
0,ENSMUSG00000112267,Gm47903,no_name
0,ENSMUSG00000112268,Gm48460,no_name
0,ENSMUSG00000112269,Gm6906,"ubiquitin-conjugating enzyme E2E 1, UBC4/5 homolog pseudogene"
0,ENSMUSG00000112270,Gm47613,no_name
0,ENSMUSG00000112271,Gm9088,peptidyl prolyl isomerase H pseudogene
0,ENSMUSG00000112272,Gm48087,no_name
0,ENSMUSG00000112273,Gm29783,60S ribosomal protein L35 pseudogene
0,ENSMUSG00000112274,Gm47525,no_name
0,ENSMUSG00000112275,Gm47078,no_name
0,ENSMUSG00000112276,5033421B08Rik,RIKEN cDNA 5033421B08 gene
0,ENSMUSG00000112277,Gm48867,no_name
0,ENSMUSG00000112278,Gm30025,"predicted gene, 30025"
0,ENSMUSG00000112279,Gm18774,"NLR family, pyrin domain containing 2 pseudogene"
0,ENSMUSG00000112280,A830082N09Rik,RIKEN cDNA A830082N09 gene
0,ENSMUSG00000112281,Gm47226,no_name
0,ENSMUSG00000112282,Gm19989,transcriptional adaptor 2B pseudogene
0,ENSMUSG00000112283,Gm36719,"predicted gene, 36719"
